symbol,date,open,high,low,close,volume,quote_volume,trades_count,taker_buy_base_volume,taker_buy_quote_volume
ETHUSDT,2024-07-21,3517.50000000,3547.00000000,3411.40000000,3535.92000000,218890.96560000,764360242.60117400,961322,103673.58990000,362208133.51128900
ETHUSDT,2024-07-22,3535.93000000,3562.82000000,3422.34000000,3439.60000000,207859.50430000,724117324.16912200,1069762,96899.91880000,337741204.49652000
ETHUSDT,2024-07-23,3439.61000000,3541.00000000,3389.00000000,3482.51000000,500568.78110000,1737977523.02278600,1617621,270658.33240000,940075969.46685700
ETHUSDT,2024-07-24,3482.51000000,3487.82000000,3300.00000000,3335.81000000,275479.05060000,940244066.49779700,980283,135067.10600000,461180607.88713700
ETHUSDT,2024-07-25,3335.82000000,3342.50000000,3087.53000000,3175.48000000,494282.63980000,1570457188.18384000,2011527,239121.06120000,759567456.51364500
ETHUSDT,2024-07-26,3175.47000000,3286.36000000,3171.00000000,3274.61000000,260237.46410000,844064770.72481800,1169246,128738.67200000,417477416.18929900
ETHUSDT,2024-07-27,3274.60000000,3327.59000000,3191.01000000,3249.01000000,231991.90370000,757931406.54581500,1076809,118058.31710000,385871810.97083600
ETHUSDT,2024-07-28,3249.00000000,3284.30000000,3198.11000000,3270.16000000,103529.83290000,336422802.72238300,682428,52499.47910000,170673348.40827400
ETHUSDT,2024-07-29,3270.16000000,3396.77000000,3258.00000000,3317.66000000,318471.50550000,1061016180.07809800,1484898,159686.57070000,532117930.52570200
ETHUSDT,2024-07-30,3317.66000000,3366.40000000,3233.18000000,3279.21000000,197277.16410000,652703227.79650700,1183239,91006.58420000,301189857.21781700
ETHUSDT,2024-07-31,3279.20000000,3350.00000000,3213.75000000,3232.74000000,233711.33520000,769347274.94598800,1337992,112910.42490000,371910899.51371900
ETHUSDT,2024-08-01,3232.74000000,3242.57000000,3080.02000000,3203.40000000,323285.61050000,1020921619.45247900,1835455,151515.29100000,478652865.10178800
ETHUSDT,2024-08-02,3203.40000000,3218.60000000,2967.00000000,2989.61000000,385704.03950000,1185594927.51484300,2104725,177842.92770000,547327363.22897600
ETHUSDT,2024-08-03,2989.61000000,3018.02000000,2859.00000000,2903.64000000,344595.31570000,1013020792.75208300,1798017,151541.68820000,445649429.32525000
ETHUSDT,2024-08-04,2903.65000000,2935.46000000,2630.00000000,2688.92000000,512064.26120000,1426784556.44274300,2184760,235563.98230000,656402849.74097500
ETHUSDT,2024-08-05,2688.91000000,2697.44000000,2111.00000000,2419.59000000,2670604.10030000,6243689817.19261800,7064159,1281460.79170000,2994688528.68390600
ETHUSDT,2024-08-06,2419.76000000,2556.23000000,2414.19000000,2461.33000000,642283.80380000,1601879002.76912300,2870150,323805.05300000,808046548.67942800
ETHUSDT,2024-08-07,2461.33000000,2551.32000000,2309.04000000,2342.80000000,630115.42280000,1537271441.49575900,2370148,307617.06650000,750975466.25288000
ETHUSDT,2024-08-08,2342.79000000,2724.10000000,2320.40000000,2682.50000000,586502.87540000,1474101815.46942400,2112663,299400.95030000,752709539.42640600
ETHUSDT,2024-08-09,2682.50000000,2707.98000000,2552.61000000,2598.78000000,406739.96110000,1069628608.09830500,1710060,195440.29410000,514507073.99430500
ETHUSDT,2024-08-10,2598.79000000,2644.70000000,2576.49000000,2609.92000000,171012.36190000,446695039.69273400,758863,87017.10450000,227278356.48900000
ETHUSDT,2024-08-11,2609.92000000,2720.00000000,2540.00000000,2555.38000000,297098.91450000,780682452.75452000,1217650,143129.64650000,376123937.07866100
ETHUSDT,2024-08-12,2555.38000000,2750.00000000,2510.05000000,2722.30000000,483414.25060000,1275788778.66051800,1915621,252099.21840000,665331112.59673800
ETHUSDT,2024-08-13,2722.30000000,2738.40000000,2611.37000000,2702.44000000,325668.69640000,872886595.98851800,1547949,165417.05460000,443554807.91132300
ETHUSDT,2024-08-14,2702.44000000,2780.00000000,2632.20000000,2661.45000000,338808.71410000,914805683.89824400,1503315,167827.71990000,453631446.39239700
ETHUSDT,2024-08-15,2661.45000000,2675.60000000,2515.71000000,2569.89000000,356546.80590000,927491377.06139800,1761529,172089.68210000,447789574.12869100
ETHUSDT,2024-08-16,2569.90000000,2630.97000000,2550.04000000,2592.73000000,270684.13730000,702631292.53493100,1602311,127687.39840000,331506251.81562000
ETHUSDT,2024-08-17,2592.72000000,2629.69000000,2587.50000000,2614.51000000,89348.67600000,232787181.52592400,543278,47334.20420000,123329370.60796800
ETHUSDT,2024-08-18,2614.51000000,2689.16000000,2594.53000000,2612.15000000,174074.05850000,459975824.15432300,836384,92214.98720000,243669152.91462400
ETHUSDT,2024-08-19,2612.15000000,2648.08000000,2563.58000000,2636.36000000,224867.13360000,585578272.44348200,1156033,112686.52750000,293606287.96500200
ETHUSDT,2024-08-20,2636.36000000,2695.00000000,2555.00000000,2572.82000000,281315.87510000,738361057.60213400,1303349,139599.91330000,366762747.97612900
ETHUSDT,2024-08-21,2572.81000000,2663.74000000,2536.22000000,2630.71000000,245286.62180000,638338169.86214400,1420421,121889.98370000,317338706.90672800
ETHUSDT,2024-08-22,2630.71000000,2644.69000000,2584.20000000,2622.88000000,199063.11960000,521285357.08642300,1064195,98645.80600000,258303739.53123700
ETHUSDT,2024-08-23,2622.89000000,2799.13000000,2621.40000000,2762.48000000,401786.44470000,1082989033.02354700,1747686,210295.50730000,567121017.13849100
ETHUSDT,2024-08-24,2762.49000000,2820.00000000,2731.26000000,2768.00000000,263542.94410000,730370481.13812200,1133872,130086.44910000,360650474.07165400
ETHUSDT,2024-08-25,2768.01000000,2792.28000000,2733.21000000,2746.13000000,154527.23520000,426733399.32663600,1047985,75993.74900000,209910294.01518700
ETHUSDT,2024-08-26,2746.12000000,2762.00000000,2666.66000000,2680.49000000,211708.12470000,575695656.47717900,1453833,102718.22470000,279333306.99040100
ETHUSDT,2024-08-27,2680.49000000,2699.98000000,2392.96000000,2457.33000000,412660.71970000,1058769621.89210300,1898416,187278.07780000,480143744.79680500
ETHUSDT,2024-08-28,2457.33000000,2554.60000000,2418.80000000,2528.33000000,451266.63400000,1124304892.42379500,2272721,222246.91840000,553710617.94950600
ETHUSDT,2024-08-29,2528.33000000,2595.40000000,2505.88000000,2527.61000000,237002.96320000,603867504.22594900,1455668,119563.35910000,304607143.52593600
ETHUSDT,2024-08-30,2527.60000000,2552.17000000,2431.14000000,2526.00000000,338379.19410000,845015735.14941100,1735497,172073.91140000,429842974.52976200
ETHUSDT,2024-08-31,2525.99000000,2533.95000000,2491.92000000,2513.01000000,97946.11470000,246514334.07653000,702529,47410.90720000,119335754.45879400
ETHUSDT,2024-09-01,2513.00000000,2516.28000000,2400.00000000,2425.72000000,223127.77600000,550299930.15344900,1357443,106672.82840000,263071210.85051600
ETHUSDT,2024-09-02,2425.71000000,2564.83000000,2423.52000000,2538.01000000,262632.83850000,654854126.19511100,1452334,134090.70480000,334264683.01748600
ETHUSDT,2024-09-03,2538.00000000,2553.60000000,2411.12000000,2425.29000000,224793.12990000,556674703.35234100,1272909,101487.65070000,251452238.68507400
ETHUSDT,2024-09-04,2425.28000000,2490.00000000,2306.65000000,2450.71000000,384179.38540000,921640300.67465400,2002621,188707.74580000,452757932.49333500
ETHUSDT,2024-09-05,2450.71000000,2466.00000000,2348.04000000,2368.81000000,278549.09690000,667044058.82643400,1862353,131571.92470000,315231080.60793400
ETHUSDT,2024-09-06,2368.81000000,2408.83000000,2150.55000000,2225.23000000,643027.11100000,1467265008.06349300,2980066,303990.16890000,694418877.02475400
ETHUSDT,2024-09-07,2225.24000000,2311.27000000,2220.98000000,2273.58000000,219453.20760000,498662894.23097500,982698,109807.92460000,249593766.45553000
ETHUSDT,2024-09-08,2273.58000000,2333.58000000,2240.94000000,2297.30000000,192775.64930000,440447734.82637300,976672,93305.19370000,213222870.55342400
ETHUSDT,2024-09-09,2297.30000000,2381.41000000,2272.80000000,2359.50000000,321698.99000000,747001776.04653600,1761692,156788.50980000,364223174.14290400
ETHUSDT,2024-09-10,2359.51000000,2400.00000000,2320.41000000,2388.52000000,224382.17290000,528411566.91970200,1210860,105895.41880000,249480052.38138200
ETHUSDT,2024-09-11,2388.52000000,2389.32000000,2277.68000000,2340.55000000,282898.31250000,659291892.32673100,1530070,135125.59650000,314926799.45453100
ETHUSDT,2024-09-12,2340.54000000,2391.93000000,2315.39000000,2361.76000000,202611.13080000,476749201.76441900,1093596,102118.09520000,240341157.99811900
ETHUSDT,2024-09-13,2361.75000000,2464.82000000,2337.35000000,2439.19000000,253888.61600000,607650210.70286200,1458878,124124.36760000,297410717.96547000
ETHUSDT,2024-09-14,2439.19000000,2440.60000000,2376.72000000,2417.79000000,122931.23020000,296990460.13007800,754834,57970.96450000,140034806.30787600
ETHUSDT,2024-09-15,2417.80000000,2430.32000000,2283.75000000,2316.10000000,174364.19460000,413278017.27632400,1058493,80610.91460000,191044099.00633000
ETHUSDT,2024-09-16,2316.09000000,2335.70000000,2252.39000000,2295.68000000,330555.23200000,756718235.68223400,2102319,153834.01110000,352253267.83244000
ETHUSDT,2024-09-17,2295.67000000,2393.63000000,2263.29000000,2341.80000000,274206.25880000,640307796.59404200,1813524,134491.63700000,314135444.25581700
ETHUSDT,2024-09-18,2341.79000000,2376.14000000,2277.34000000,2374.75000000,292917.60080000,679856751.17105300,2555639,144167.24010000,334741394.02654900
ETHUSDT,2024-09-19,2374.74000000,2494.95000000,2372.60000000,2465.21000000,326746.03200000,794820680.99505400,2862096,171108.47470000,416132368.00402700
ETHUSDT,2024-09-20,2465.21000000,2571.93000000,2437.31000000,2561.40000000,340754.59120000,864016608.11556300,3241249,173101.71320000,438921107.76329400
ETHUSDT,2024-09-21,2561.40000000,2623.34000000,2528.97000000,2612.40000000,154757.87730000,396953470.51763100,1425778,78964.07040000,202638566.04465200
ETHUSDT,2024-09-22,2612.40000000,2632.57000000,2524.58000000,2581.00000000,214266.32570000,553059849.55339900,2067811,97837.05120000,252636983.57337800
ETHUSDT,2024-09-23,2580.99000000,2702.82000000,2539.49000000,2646.97000000,333282.01490000,883518257.19940700,3492404,161782.11780000,428832914.20111200
ETHUSDT,2024-09-24,2646.98000000,2670.96000000,2591.56000000,2653.20000000,288600.04020000,760159619.98153400,2730471,140655.88960000,370558448.96591700
ETHUSDT,2024-09-25,2653.20000000,2673.50000000,2554.05000000,2579.95000000,220343.42930000,576100924.71154600,2446589,103887.87840000,271731602.59947200
ETHUSDT,2024-09-26,2580.09000000,2666.22000000,2559.20000000,2632.26000000,278686.35730000,731881168.91669500,2897463,139205.44730000,365580497.05442400
ETHUSDT,2024-09-27,2632.25000000,2728.60000000,2615.21000000,2694.43000000,281826.97920000,753233859.35867200,2599262,151742.50930000,405576362.61347600
ETHUSDT,2024-09-28,2694.43000000,2704.35000000,2650.00000000,2675.21000000,137230.03420000,367299958.06267600,1192804,65924.22020000,176467262.33616800
ETHUSDT,2024-09-29,2675.21000000,2683.70000000,2629.73000000,2657.62000000,160554.31460000,426486288.27627700,1417045,81486.00610000,216453626.08854400
ETHUSDT,2024-09-30,2657.62000000,2663.50000000,2575.00000000,2602.23000000,282475.79610000,738997897.57908500,2684395,135231.59450000,353834770.00365100
ETHUSDT,2024-10-01,2602.24000000,2659.00000000,2414.00000000,2447.79000000,502828.68040000,1275068045.81654800,4525442,241562.47160000,612727012.04731000
ETHUSDT,2024-10-02,2447.78000000,2499.00000000,2352.00000000,2364.10000000,317484.73500000,772815459.36655100,4299369,155763.84130000,379325012.46359800
ETHUSDT,2024-10-03,2364.09000000,2403.38000000,2310.00000000,2349.80000000,314635.92630000,739732809.48188700,4096011,149299.04360000,351028567.52354300
ETHUSDT,2024-10-04,2349.80000000,2441.64000000,2339.15000000,2414.41000000,239383.01700000,572627417.10536900,2556302,121492.18760000,290635408.17503000
ETHUSDT,2024-10-05,2414.41000000,2428.23000000,2390.05000000,2414.66000000,103740.23160000,250133597.68832200,1147501,49644.85370000,119740244.15091900
ETHUSDT,2024-10-06,2414.66000000,2457.80000000,2407.00000000,2440.03000000,105752.70960000,257213775.45288000,1097106,56040.49420000,136283551.47355800
ETHUSDT,2024-10-07,2440.02000000,2521.00000000,2403.00000000,2422.71000000,300459.54070000,742163736.96691100,3081333,147053.19260000,363265506.41464900
ETHUSDT,2024-10-08,2422.70000000,2466.66000000,2401.18000000,2440.89000000,201358.33120000,490043095.02496200,2240640,98699.06950000,240246242.02095800
ETHUSDT,2024-10-09,2440.88000000,2473.61000000,2351.42000000,2370.47000000,242082.27250000,586469983.39352700,2569883,118607.67530000,287392550.52832000
ETHUSDT,2024-10-10,2370.47000000,2421.36000000,2330.66000000,2386.49000000,257862.96190000,614182044.94953600,2734517,124649.16980000,296876662.88337700
ETHUSDT,2024-10-11,2386.49000000,2471.45000000,2381.86000000,2439.50000000,235441.21970000,572065403.74189800,1913115,120079.05810000,291669006.34268800
ETHUSDT,2024-10-12,2439.49000000,2490.51000000,2434.35000000,2476.40000000,139637.50620000,343538957.82022800,1058123,75635.47220000,186143651.98497400
ETHUSDT,2024-10-13,2476.40000000,2484.92000000,2436.40000000,2468.91000000,120022.81790000,295322793.08412500,1032905,59760.37470000,147082675.32577100
ETHUSDT,2024-10-14,2468.92000000,2654.00000000,2443.39000000,2629.79000000,435900.16190000,1119084230.80793800,2715025,229665.60470000,589781071.81532800
ETHUSDT,2024-10-15,2629.79000000,2688.60000000,2537.36000000,2607.41000000,416285.66630000,1083630113.13970700,3306565,205576.51830000,535279891.16590100
ETHUSDT,2024-10-16,2607.41000000,2647.79000000,2588.67000000,2611.10000000,260322.42420000,681342662.41857000,2813136,127407.66790000,333593643.09779300
ETHUSDT,2024-10-17,2611.10000000,2648.37000000,2575.40000000,2605.80000000,221624.54340000,579597649.92940300,2543113,109682.85890000,286944146.55601100
ETHUSDT,2024-10-18,2605.79000000,2675.58000000,2596.49000000,2642.17000000,292444.11530000,771232214.93516400,2835054,151075.29190000,398486077.84859300
ETHUSDT,2024-10-19,2642.17000000,2663.49000000,2631.02000000,2648.20000000,105413.76460000,278723129.15789400,1145594,52955.70120000,140037162.00516000
ETHUSDT,2024-10-20,2648.20000000,2759.00000000,2635.54000000,2746.91000000,256910.74480000,692550694.44162900,2274845,131315.63210000,354129881.28676600
ETHUSDT,2024-10-21,2746.91000000,2769.48000000,2655.01000000,2666.70000000,310674.72320000,839718870.96762100,2526347,155766.44540000,421099497.59600700
ETHUSDT,2024-10-22,2666.71000000,2671.92000000,2606.56000000,2622.81000000,265747.71300000,699818031.28854000,2153796,129041.05420000,339834310.02414700
ETHUSDT,2024-10-23,2622.81000000,2628.20000000,2450.00000000,2524.61000000,352647.70860000,897683017.74016800,2642127,161673.03630000,411442765.60034200
ETHUSDT,2024-10-24,2524.60000000,2562.65000000,2507.31000000,2535.82000000,290851.78420000,737665762.66614700,2252562,151672.57960000,384697096.34031300
ETHUSDT,2024-10-25,2535.82000000,2566.33000000,2382.59000000,2440.62000000,514799.88220000,1282541014.46980300,3741205,232180.14350000,578647966.53560800
ETHUSDT,2024-10-26,2440.63000000,2508.00000000,2430.12000000,2482.51000000,248724.83130000,612908876.73898300,1985542,132469.85690000,326550515.93420700
ETHUSDT,2024-10-27,2482.51000000,2527.99000000,2464.13000000,2507.80000000,137580.88360000,342704461.29822200,1337190,70648.00530000,176001096.76121000
ETHUSDT,2024-10-28,2507.80000000,2589.67000000,2471.67000000,2567.48000000,360605.32700000,910015100.83083700,2847523,180803.60760000,456316658.78481300
ETHUSDT,2024-10-29,2567.49000000,2681.86000000,2561.20000000,2638.80000000,451915.70250000,1187541746.02171500,3690029,227223.48010000,597159695.53777800
ETHUSDT,2024-10-30,2638.80000000,2722.30000000,2599.66000000,2659.19000000,460627.12600000,1230352880.14265500,3700127,234688.32980000,627072013.72104200
ETHUSDT,2024-10-31,2659.19000000,2669.00000000,2503.00000000,2518.61000000,403427.20170000,1042550364.39079100,3391343,196341.44980000,507552898.63574800
ETHUSDT,2024-11-01,2518.61000000,2586.80000000,2467.67000000,2511.49000000,430249.10730000,1084316033.71191500,3614843,202239.11620000,509869182.30356700
ETHUSDT,2024-11-02,2511.49000000,2523.45000000,2470.00000000,2494.23000000,145961.13000000,364240307.89237700,1228028,68739.22170000,171535490.17364200
ETHUSDT,2024-11-03,2494.23000000,2496.39000000,2411.00000000,2457.73000000,276009.11970000,675516839.24615800,2569553,128755.13020000,315138233.23078100
ETHUSDT,2024-11-04,2457.73000000,2491.39000000,2357.59000000,2398.21000000,306316.96450000,745000696.54959400,3066552,148574.72540000,361660123.21258000
ETHUSDT,2024-11-05,2398.21000000,2480.00000000,2380.74000000,2422.55000000,331619.25450000,807964220.38260700,2878817,164899.72260000,401792814.47828200
ETHUSDT,2024-11-06,2422.60000000,2744.70000000,2420.30000000,2721.87000000,1002141.36180000,2613263657.61569000,5557031,527404.57970000,1375499686.35223600
ETHUSDT,2024-11-07,2721.88000000,2916.11000000,2699.49000000,2895.47000000,730845.95240000,2069602523.37207700,5380366,367745.65060000,1041659729.92273900
ETHUSDT,2024-11-08,2895.47000000,2981.69000000,2886.40000000,2961.75000000,568864.43500000,1664276186.36745700,4290252,290136.27340000,849147013.62205100
ETHUSDT,2024-11-09,2961.75000000,3157.40000000,2953.71000000,3126.21000000,526719.42120000,1602480049.88551400,3681905,278109.26380000,846556140.57644800
ETHUSDT,2024-11-10,3126.20000000,3248.52000000,3069.00000000,3183.21000000,865536.73220000,2751696491.35327300,6072418,444231.98530000,1412520566.69655500
ETHUSDT,2024-11-11,3183.20000000,3387.61000000,3105.00000000,3371.59000000,1000093.96640000,3248336095.35783400,7802397,512353.65970000,1664789115.81200000
ETHUSDT,2024-11-12,3371.59000000,3442.50000000,3207.67000000,3243.80000000,973215.72850000,3215515065.96685000,7073014,474680.79960000,1569519071.96666300
ETHUSDT,2024-11-13,3243.79000000,3331.00000000,3116.69000000,3187.16000000,919686.37470000,2958494366.71914000,9753402,446483.23990000,1436610189.54269200
ETHUSDT,2024-11-14,3187.16000000,3240.40000000,3028.56000000,3058.82000000,605780.66620000,1909266330.68371800,6204964,291332.14280000,919046552.32491300
ETHUSDT,2024-11-15,3058.81000000,3131.06000000,3014.50000000,3090.01000000,519623.63170000,1593247701.28904900,6118576,256031.96210000,785238977.75679600
ETHUSDT,2024-11-16,3090.01000000,3219.97000000,3072.00000000,3132.87000000,423639.15730000,1332892680.48503800,5079843,221452.09360000,696573570.91146400
ETHUSDT,2024-11-17,3132.88000000,3162.11000000,3034.99000000,3076.00000000,449818.95750000,1393762559.89606500,5832635,219773.82170000,681175947.12536200
ETHUSDT,2024-11-18,3075.99000000,3224.94000000,3050.01000000,3207.80000000,640658.43570000,2006111259.65758600,6541040,335610.63520000,1051440459.59821600
ETHUSDT,2024-11-19,3207.81000000,3221.20000000,3065.40000000,3107.44000000,500112.01940000,1561642778.41815400,5163295,240538.57970000,751285220.16740200
ETHUSDT,2024-11-20,3107.45000000,3159.20000000,3029.41000000,3069.97000000,503607.83360000,1559041767.18546400,6338828,262555.33790000,813254437.22967800
ETHUSDT,2024-11-21,3069.97000000,3386.73000000,3032.59000000,3355.81000000,974923.30350000,3167224819.41876900,8227428,517407.46180000,1678599533.38309400
ETHUSDT,2024-11-22,3355.88000000,3425.92000000,3257.54000000,3327.78000000,603273.70930000,2008464564.86167400,7141711,299228.21600000,996678648.69699500
ETHUSDT,2024-11-23,3327.78000000,3497.51000000,3312.72000000,3393.91000000,721024.00090000,2449223191.45451700,6790558,377413.29840000,1281905367.17223400
ETHUSDT,2024-11-24,3393.91000000,3450.00000000,3281.40000000,3361.20000000,479098.09210000,1608242778.28287200,5919258,229135.64760000,769433365.50576100
ETHUSDT,2024-11-25,3361.21000000,3546.66000000,3300.01000000,3414.49000000,949330.37000000,3272920810.05731100,9876856,473543.93990000,1633463973.64652600
ETHUSDT,2024-11-26,3414.49000000,3462.49000000,3252.00000000,3324.73000000,672367.15030000,2252619301.96427400,7269605,320649.41400000,1076018603.47616000
