symbol,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
NVDA,2024-08-29,121.36,124.43,116.71,117.59,117.57,453023305,453023305,-3.77,-3.11,120.0225,"August 29, 24",-0.0311
NVDA,2024-08-28,128.12,128.33,122.64,125.61,125.59,448101115,448101115,-2.51,-1.96,126.175,"August 28, 24",-0.0196
NVDA,2024-08-27,125.05,129.2,123.88,128.3,128.28,303134600,303134600,3.25,2.6,126.6075,"August 27, 24",0.026
NVDA,2024-08-26,129.57,131.26,124.37,126.46,126.44,331964700,331964700,-3.11,-2.4,127.915,"August 26, 24",-0.024
NVDA,2024-08-23,125.86,129.6,125.22,129.37,129.35,323230332,323230332,3.51,2.79,127.5125,"August 23, 24",0.0279
NVDA,2024-08-22,130.02,130.75,123.1,123.74,123.72,376189100,376189100,-6.28,-4.83,126.9025,"August 22, 24",-0.0483
NVDA,2024-08-21,127.32,129.35,126.66,128.5,128.48,257883600,257883600,1.19,0.9268,127.9575,"August 21, 24",0.009268
NVDA,2024-08-20,128.4,129.88,125.89,127.25,127.23,300087415,300087415,-1.15,-0.89564,127.855,"August 20, 24",-0.0089564
NVDA,2024-08-19,124.28,130.0,123.42,130.0,129.98,318333600,318333600,5.72,4.6,126.925,"August 19, 24",0.046
NVDA,2024-08-16,121.94,125.0,121.18,124.58,124.56,302589900,302589900,2.64,2.16,123.175,"August 16, 24",0.0216
NVDA,2024-08-15,118.76,123.24,117.47,122.86,122.84,318086700,318086700,4.1,3.45,120.5825,"August 15, 24",0.0345
NVDA,2024-08-14,118.53,118.6,114.07,118.08,118.06,339246407,339246407,-0.45,-0.37965,117.32,"August 14, 24",-0.0037965
NVDA,2024-08-13,112.44,116.23,111.58,116.14,116.12,312646700,312646700,3.7,3.29,114.0975,"August 13, 24",0.0329
NVDA,2024-08-12,106.32,111.07,106.26,109.02,109.0,325559900,325559900,2.7,2.54,108.1675,"August 12, 24",0.0254
NVDA,2024-08-09,105.64,106.6,103.43,104.75,104.73,290844200,290844200,-0.89,-0.84248,105.105,"August 09, 24",-0.0084248
NVDA,2024-08-08,102.0,105.5,97.52,104.97,104.95,391910023,391910023,2.97,2.91,102.4975,"August 08, 24",0.0291
NVDA,2024-08-07,107.81,108.8,98.69,98.91,98.89,411440423,411440423,-8.9,-8.26,103.5525,"August 07, 24",-0.0826
NVDA,2024-08-06,103.84,107.71,100.55,104.25,104.23,409012100,409012100,0.41,0.39484,104.0875,"August 06, 24",0.0039484
NVDA,2024-08-05,92.06,103.41,90.69,100.45,100.43,552842400,552842400,8.39,9.11,96.6525,"August 05, 24",0.0911
NVDA,2024-08-02,103.76,108.72,101.37,107.27,107.25,482027500,482027500,3.51,3.38,105.28,"August 02, 24",0.0338
NVDA,2024-08-01,117.53,120.16,106.81,109.21,109.19,523462326,523462326,-8.32,-7.08,113.4275,"August 01, 24",-0.0708
NVDA,2024-07-31,112.9,118.34,110.88,117.02,117.0,473174200,473174200,4.12,3.65,114.785,"July 31, 24",0.0365
NVDA,2024-07-30,111.52,111.99,102.54,103.73,103.71,486833300,486833300,-7.79,-6.99,107.445,"July 30, 24",-0.0699
NVDA,2024-07-29,113.69,116.28,111.3,111.59,111.57,248152100,248152100,-2.1,-1.85,113.215,"July 29, 24",-0.0185
NVDA,2024-07-26,116.19,116.2,111.58,113.06,113.04,293399100,293399100,-3.13,-2.69,114.2575,"July 26, 24",-0.0269
NVDA,2024-07-25,113.04,116.63,106.3,112.28,112.26,460067019,460067019,-0.76,-0.67233,112.0625,"July 25, 24",-0.0067233
NVDA,2024-07-24,119.17,119.95,113.44,114.25,114.23,327776900,327776900,-4.92,-4.13,116.7025,"July 24, 24",-0.0413
NVDA,2024-07-23,122.78,124.69,122.1,122.59,122.57,173911000,173911000,-0.19,-0.15475,123.04,"July 23, 24",-0.0015475
NVDA,2024-07-22,120.35,124.07,119.86,123.54,123.52,258068943,258068943,3.19,2.65,121.955,"July 22, 24",0.0265
NVDA,2024-07-19,120.35,121.6,117.37,117.93,117.91,217223800,217223800,-2.42,-2.01,119.3125,"July 19, 24",-0.0201
NVDA,2024-07-18,121.85,122.4,116.56,121.09,121.07,320979530,320979530,-0.76,-0.62372,120.475,"July 18, 24",-0.0062372
NVDA,2024-07-17,121.35,121.85,116.72,117.99,117.97,390086200,390086200,-3.36,-2.77,119.4775,"July 17, 24",-0.0277
NVDA,2024-07-16,128.44,129.04,124.58,126.36,126.34,214769515,214769515,-2.08,-1.62,127.105,"July 16, 24",-0.0162
NVDA,2024-07-15,130.56,131.39,127.18,128.44,128.42,208326200,208326200,-2.12,-1.62,129.3925,"July 15, 24",-0.0162
NVDA,2024-07-12,128.26,131.92,127.22,129.24,129.22,252680535,252680535,0.98,0.76407,129.16,"July 12, 24",0.0076407
NVDA,2024-07-11,135.75,136.15,127.05,127.4,127.38,374782738,374782738,-8.35,-6.15,131.5875,"July 11, 24",-0.0615
NVDA,2024-07-10,134.03,135.1,132.42,134.91,134.89,248978600,248978600,0.88,0.65657,134.115,"July 10, 24",0.0065657
NVDA,2024-07-09,130.35,133.82,128.65,131.38,131.36,287020820,287020820,1.03,0.79018,131.05,"July 09, 24",0.0079018
NVDA,2024-07-08,127.49,130.77,127.04,128.2,128.18,237677322,237677322,0.71,0.55691,128.375,"July 08, 24",0.0055691
NVDA,2024-07-05,127.38,128.85,125.68,125.83,125.81,214176700,214176700,-1.55,-1.22,126.935,"July 05, 24",-0.0122
NVDA,2024-07-03,121.66,128.28,121.36,128.28,128.26,215749000,215749000,6.62,5.44,124.895,"July 03, 24",0.0544
NVDA,2024-07-02,121.13,123.41,121.03,122.67,122.65,218374000,218374000,1.54,1.27,122.06,"July 02, 24",0.0127
NVDA,2024-07-01,123.47,124.84,118.83,124.3,124.28,284885534,284885534,0.83,0.67223,122.86,"July 01, 24",0.0067223
NVDA,2024-06-28,124.58,127.71,122.75,123.54,123.52,315516740,315516740,-1.04,-0.8348,124.645,"June 28, 24",-0.008348
NVDA,2024-06-27,124.1,126.41,122.92,123.99,123.97,252571700,252571700,-0.11,-0.0886382,124.355,"June 27, 24",-0.000886382
NVDA,2024-06-26,126.13,128.12,122.6,126.4,126.38,362975918,362975918,0.27,0.21406,125.8125,"June 26, 24",0.0021406
NVDA,2024-06-25,121.2,126.5,119.32,126.09,126.07,425787500,425787500,4.89,4.03,123.2775,"June 25, 24",0.0403
NVDA,2024-06-24,123.24,124.46,118.04,118.11,118.09,476060900,476060900,-5.13,-4.16,120.9625,"June 24, 24",-0.0416
NVDA,2024-06-21,127.12,130.63,124.3,126.57,126.55,655484700,655484700,-0.55,-0.43266,127.155,"June 21, 24",-0.0043266
NVDA,2024-06-20,139.8,140.76,129.52,130.78,130.76,517768425,517768425,-9.02,-6.45,135.215,"June 20, 24",-0.0645
NVDA,2024-06-18,131.14,136.33,130.69,135.58,135.56,294335100,294335100,4.44,3.39,133.435,"June 18, 24",0.0339
NVDA,2024-06-17,132.99,133.73,129.58,130.98,130.96,288504444,288504444,-2.01,-1.51,131.82,"June 17, 24",-0.0151
NVDA,2024-06-14,129.96,132.84,128.32,131.88,131.86,309320400,309320400,1.92,1.48,130.75,"June 14, 24",0.0148
NVDA,2024-06-13,129.39,129.8,127.16,129.61,129.59,260704537,260704537,0.22,0.17003,128.99,"June 13, 24",0.0017003
NVDA,2024-06-12,123.06,126.88,122.57,125.2,125.18,299595001,299595001,2.14,1.74,124.4275,"June 12, 24",0.0174
NVDA,2024-06-11,121.77,122.87,118.74,120.91,120.89,222551200,222551200,-0.86,-0.70625,121.0725,"June 11, 24",-0.0070625
NVDA,2024-06-10,120.37,123.1,117.01,121.79,121.76,314162700,314162700,1.42,1.18,120.5675,"June 10, 24",0.0118
NVDA,2024-06-07,119.77,121.69,118.02,120.89,120.86,412386000,412386000,1.12,0.93513,120.0925,"June 07, 24",0.0093513
NVDA,2024-06-06,124.05,125.59,118.32,121.0,120.97,664696190,664696190,-3.05,-2.46,122.24,"June 06, 24",-0.0246
NVDA,2024-06-05,118.37,122.45,117.47,122.44,122.41,528402000,528402000,4.07,3.44,120.1825,"June 05, 24",0.0344
NVDA,2024-06-04,115.72,116.6,114.05,116.44,116.41,403324010,403324010,0.721,0.62219,115.7025,"June 04, 24",0.0062219
NVDA,2024-06-03,113.62,115.0,112.0,115.0,114.97,438392000,438392000,1.38,1.21,113.905,"June 03, 24",0.0121
